"Varenr";"Vare_ID";"Variant_ID";"Stregkode";"Variant";"Variant_type";"Variant_tekst"
"ML2310-27";"72802";"72817";"5712156089888";"W44-84";".";"Marc Lauge - Jeans LENA Twill 2310 Beige - W44/84"
"ML2310-27";"72802";"72818";"5712156089574";"W44-L78";".";"Marc Lauge - Jeans LENA Twill 2310 Beige - W44/L78"
"ML2310-27";"72802";"72819";"5712156089598";"W46-L78";".";"Marc Lauge - Jeans LENA Twill 2310 Beige - W46/L78"
"ML2310-27";"72802";"72820";"5712156089895";"W46-L84";".";"Marc Lauge - Jeans LENA Twill 2310 Beige - W46/L84"
"ML2310-27";"72802";"72821";"5712156089581";"W48-L78";".";"Marc Lauge - Jeans LENA Twill 2310 Beige - W48/L78"
"124653Beige sand";"72804";"73058";"5714637990720";"L";".";"Freequent - Bukser KALLY Beige sand - L"
"124653Beige sand";"72804";"73057";"5714637990737";"M";".";"Freequent - Bukser KALLY Beige sand - M"
"124653Beige sand";"72804";"73056";"5714637990744";"S";".";"Freequent - Bukser KALLY Beige sand - S"
"124653Beige sand";"72804";"73059";"5714637990751";"XL";".";"Freequent - Bukser KALLY Beige sand - XL"
"124653Beige sand";"72804";"73060";"5714637990775";"XXL";".";"Freequent - Bukser KALLY Beige sand - XXL"
"ML2844-99";"72822";"72824";"5712155879770";"W36-L80";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W36/L80"
"ML2844-99";"72822";"72825";"5712155880066";"W36-L86";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W36/L86"
"ML2844-99";"72822";"72826";"5712155879787";"W38-L80";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W38/L80"
"ML2844-99";"72822";"72827";"5712155880073";"W38-L86";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W38/L86"
"ML2844-99";"72822";"72828";"5712155879794";"W40-L80";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W40/L80"
"ML2844-99";"72822";"72829";"EAN72829";"W40-L86";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W40/L86"
"ML2844-99";"72822";"72830";"5712155879800";"W42-L80";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W42/L80"
"ML2844-99";"72822";"72831";"5712155880097";"W42-L86";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W42/L86"
"ML2844-99";"72822";"72832";"EAN72832";"W44-L80";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W44/L80"
"ML2844-99";"72822";"72833";"5712155880103";"W44-L86";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W44/L86"
"ML2844-99";"72822";"72834";"5712155879824";"W46-L80";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W46/L80"
"ML2844-99";"72822";"72835";"5712155880110";"W46-L86";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W46/L86"
"ML2844-99";"72822";"72836";"5712155879831";"W48-L80";".";"Marc Lauge - Jeans LUNA 2844 Mørk blå denim - W48/L80"
"796601258";"72846";"73947";"5712644779246";"STR-37-39";".";"mp - Ankel strømper BEA Pink Lavender - Str. 37/39"
"796601258";"72846";"73948";"5712644779253";"STR-40-42";".";"mp - Ankel strømper BEA Pink Lavender - Str. 40/42"
"MLC2844-3010";"72868";"72871";"5712156088232";"W36-L80";".";"Marc Lauge - Jeans LUNA TWILL 2844 Hvid - W36/L80"
"MLC2844-3010";"72868";"72872";"5712156088553";"W36-L86";".";"Marc Lauge - Jeans LUNA TWILL 2844 Hvid - W36/L86"
"MLC2844-3010";"72868";"72873";"5712156088249";"W38-L80";".";"Marc Lauge - Jeans LUNA TWILL 2844 Hvid - W38/L80"
"MLC2844-3010";"72868";"72877";"5712156088560";"W38-L86";".";"Marc Lauge - Jeans LUNA TWILL 2844 Hvid - W38/L86"
"MLC2844-3010";"72868";"72878";"5712156088256";"W40-L80";".";"Marc Lauge - Jeans LUNA TWILL 2844 Hvid - W40/L80"
"MLC2844-3010";"72868";"72879";"5712156088577";"W40-L86";".";"Marc Lauge - Jeans LUNA TWILL 2844 Hvid - W40/L86"
"MLC2844-3010";"72868";"72880";"5712156088263";"W42-L80";".";"Marc Lauge - Jeans LUNA TWILL 2844 Hvid - W42/L80"
"MLC2844-3010";"72868";"72881";"5712156088584";"W42-L86";".";"Marc Lauge - Jeans LUNA TWILL 2844 Hvid - W42/L86"
"MLC2844-3010";"72868";"72882";"5712156088270";"W44-L80";".";"Marc Lauge - Jeans LUNA TWILL 2844 Hvid - W44/L80"
"MLC2844-3010";"72868";"72883";"5712156088591";"W44-L86";".";"Marc Lauge - Jeans LUNA TWILL 2844 Hvid - W44/L86"
"MLC2844-3010";"72868";"72884";"5712156088287";"W46-L80";".";"Marc Lauge - Jeans LUNA TWILL 2844 Hvid - W46/L80"
"MLC2844-3010";"72868";"72885";"5712156088294";"W48-L80";".";"Marc Lauge - Jeans LUNA TWILL 2844 Hvid - W48/L80"
"14968-040";"72869";"75268";"5712599234173";"one-size";".";"Depeche - Cross over Express Dark cognac - One size"
"126646Morelmix";"72887";"74248";"5715167543028";"L";".";"Freequent - Mesh bluse BABARA Morel mix - L"
"126646Morelmix";"72887";"74247";"5715167543035";"M";".";"Freequent - Mesh bluse BABARA Morel mix - M"
"126646Morelmix";"72887";"74246";"5715167543042";"S";".";"Freequent - Mesh bluse BABARA Morel mix - S"
"126646Morelmix";"72887";"74249";"5715167543059";"XL";".";"Freequent - Mesh bluse BABARA Morel mix - XL"
"126646Morelmix";"72887";"74250";"5715167543073";"XXL";".";"Freequent - Mesh bluse BABARA Morel mix - XXL"
"101667980004";"72915";"72916";"EAN72916";"A75";".";"Triumph - Amourette 300 WHP X Sort - A75"
"101667980004";"72915";"72917";"7613112814996";"A80";".";"Triumph - Amourette 300 WHP X Sort - A80"
"101667980004";"72915";"72918";"EAN72918";"A85";".";"Triumph - Amourette 300 WHP X Sort - A85"
"101667980004";"72915";"72919";"7613112815023";"B75";".";"Triumph - Amourette 300 WHP X Sort - B75"
"101667980004";"72915";"72920";"EAN72920";"B80";".";"Triumph - Amourette 300 WHP X Sort - B80"
"101667980004";"72915";"72921";"7613112815047";"B85";".";"Triumph - Amourette 300 WHP X Sort - B85"
"101667980004";"72915";"72922";"EAN72922";"B95";".";"Triumph - Amourette 300 WHP X Sort - B95"
"101667980004";"72915";"72923";"EAN72923";"C75";".";"Triumph - Amourette 300 WHP X Sort - C75"
"101667980004";"72915";"72924";"7613112815078";"C80";".";"Triumph - Amourette 300 WHP X Sort - C80"
"101667980004";"72915";"72925";"7613112815085";"C85";".";"Triumph - Amourette 300 WHP X Sort - C85"
"101667980004";"72915";"72926";"EAN72926";"D75";".";"Triumph - Amourette 300 WHP X Sort - D75"
"101667980004";"72915";"72927";"7613112815115";"D80";".";"Triumph - Amourette 300 WHP X Sort - D80"
"101667980004";"72915";"72928";"EAN72928";"D85";".";"Triumph - Amourette 300 WHP X Sort - D85"
"101667980004";"72915";"72929";"7613112815146";"E75";".";"Triumph - Amourette 300 WHP X Sort - E75"
"101581480003";"72934";"72936";"813142218663";"36";".";"Triumph - Amourette 300 magic wire tai02 Hvid - 36"
"101581480003";"72934";"72937";"7613142216470";"38";".";"Triumph - Amourette 300 magic wire tai02 Hvid - 38"
"101581480003";"72934";"72938";"7613142216487";"40";".";"Triumph - Amourette 300 magic wire tai02 Hvid - 40"
"101581480003";"72934";"72939";"7613142216494";"42";".";"Triumph - Amourette 300 magic wire tai02 Hvid - 42"
"101581480003";"72934";"72943";"7613142216500";"44";".";"Triumph - Amourette 300 magic wire tai02 Hvid - 44"
"CCH1204100";"72935";"74372";"5712116582596";"34";".";"Coster Copenhagen – Skjorte CC Heart Lang skjorte Black - 34"
"CCH1204100";"72935";"74373";"5712116582602";"36";".";"Coster Copenhagen – Skjorte CC Heart Lang skjorte Black - 36"
"CCH1204100";"72935";"74374";"5712116582619";"38";".";"Coster Copenhagen – Skjorte CC Heart Lang skjorte Black - 38"
"CCH1204100";"72935";"74375";"5712116582626";"40";".";"Coster Copenhagen – Skjorte CC Heart Lang skjorte Black - 40"
"CCH1204100";"72935";"74376";"5712116582633";"42";".";"Coster Copenhagen – Skjorte CC Heart Lang skjorte Black - 42"
"CCH1204100";"72935";"74377";"5712116582640";"44";".";"Coster Copenhagen – Skjorte CC Heart Lang skjorte Black - 44"
"102079977010";"72970";"73229";"EAN73229";"36";".";"Triumph - Aura Spotlight Maxi Blå - 36"
"102079977010";"72970";"73230";"7613137403816";"38";".";"Triumph - Aura Spotlight Maxi Blå - 38"
"102079977010";"72970";"73231";"7613137403823";"40";".";"Triumph - Aura Spotlight Maxi Blå - 40"
"102079977010";"72970";"73232";"7613137403830";"42";".";"Triumph - Aura Spotlight Maxi Blå - 42"
"102079977010";"72970";"73235";"7613137403847";"44";".";"Triumph - Aura Spotlight Maxi Blå - 44"
"BK6341-10S";"72997";"73916";"5714687006938";"100-CM";".";"Bæltekompagniet - Læder bælte Sort med sølv spænde - 100 cm"
"BK6341-10S";"72997";"73917";"5714687006914";"90-CM";".";"Bæltekompagniet - Læder bælte Sort med sølv spænde - 90 cm"
"BK6341-10S";"72997";"73918";"5714687006921";"95-CM";".";"Bæltekompagniet - Læder bælte Sort med sølv spænde - 95 cm"
"4816-1481-537";"73019";"75809";"5713563740690";"L";".";"Luxzuz One Two - Kjole SIWINIA Blue jeans - L"
"4816-1481-537";"73019";"75808";"5713563740683";"M";".";"Luxzuz One Two - Kjole SIWINIA Blue jeans - M"
"4816-1481-537";"73019";"75807";"5713563740676";"S";".";"Luxzuz One Two - Kjole SIWINIA Blue jeans - S"
"4816-1481-537";"73019";"75810";"5713563740706";"XL";".";"Luxzuz One Two - Kjole SIWINIA Blue jeans - XL"
"203-3935484";"73036";"73038";"5713541124375";"38-40";".";"Zoey - jakke FIA DENIM  Light denim blue - 38/40"
"203-3935484";"73036";"73039";"5713541124382";"42-44";".";"Zoey - jakke FIA DENIM  Light denim blue - 42/44"
"203-3935484";"73036";"73043";"5713541124399";"46-48";".";"Zoey - jakke FIA DENIM  Light denim blue - 46/48"
"203-3935484";"73036";"73044";"5713541124405";"50-52";".";"Zoey - jakke FIA DENIM  Light denim blue - 50/52"
"111200Dustyolive";"73048";"75455";"5715167000019";"L";".";"Freequent - Højtaljet stretch bukser Shantal power Olive - L"
"111200Dustyolive";"73048";"75454";"5715167000026";"M";".";"Freequent - Højtaljet stretch bukser Shantal power Olive - M"
"111200Dustyolive";"73048";"75453";"5715167000033";"S";".";"Freequent - Højtaljet stretch bukser Shantal power Olive - S"
"111200Dustyolive";"73048";"75456";"5715167000040";"XL";".";"Freequent - Højtaljet stretch bukser Shantal power Olive - XL"
"111200Dustyolive";"73048";"75452";"EAN75452";"XS";".";"Freequent - Højtaljet stretch bukser Shantal power Olive - XS"
"111200Dustyolive";"73048";"75457";"5715167000064";"XXL";".";"Freequent - Højtaljet stretch bukser Shantal power Olive - XXL"
"125883Mediumblue";"73055";"75032";"5715167497512";"L";".";"Freequent - Skjorte FIA COLLAR Medium blue - L"
"125883Mediumblue";"73055";"75031";"5715167497529";"M";".";"Freequent - Skjorte FIA COLLAR Medium blue - M"
"125883Mediumblue";"73055";"75030";"5715167497536";"S";".";"Freequent - Skjorte FIA COLLAR Medium blue - S"
"125883Mediumblue";"73055";"75033";"5715167497543";"XL";".";"Freequent - Skjorte FIA COLLAR Medium blue - XL"
"125883Mediumblue";"73055";"75034";"5715167497567";"XXL";".";"Freequent - Skjorte FIA COLLAR Medium blue - XXL"
"40051Yellow";"73100";"73145";"5715077039680";"L-XL";".";"Black Colour - Jersy bukser POLLY STRIPED Yellow - L/XL"
"40051Yellow";"73100";"73103";"5715077039697";"M-L";".";"Black Colour - Jersy bukser POLLY STRIPED Yellow - M/L"
"40051Yellow";"73100";"73102";"5715077039703";"S-M";".";"Black Colour - Jersy bukser POLLY STRIPED Yellow - S/M"
"CS5724001";"73104";"73107";"5712884841499";"36";".";"Copenhagen Shoes - Sandaler STUDS ON Black - 36"
"CS5724001";"73104";"73108";"5712884841505";"37";".";"Copenhagen Shoes - Sandaler STUDS ON Black - 37"
"CS5724001";"73104";"73109";"5712884841512";"38";".";"Copenhagen Shoes - Sandaler STUDS ON Black - 38"
"CS5724001";"73104";"73110";"5712884841529";"39";".";"Copenhagen Shoes - Sandaler STUDS ON Black - 39"
"CS5724001";"73104";"73111";"5712884841536";"40";".";"Copenhagen Shoes - Sandaler STUDS ON Black - 40"
"CS5724001";"73104";"73112";"5712884841543";"41";".";"Copenhagen Shoes - Sandaler STUDS ON Black - 41"
"CS5724001";"73104";"73113";"5712884841550";"42";".";"Copenhagen Shoes - Sandaler STUDS ON Black - 42"
"MLJ2423Salvie";"73114";"73123";"MLJ24231";"34";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT Salvie - 34"
"MLJ2423Salvie";"73114";"73124";"MLJ24232";"36";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT Salvie - 36"
"MLJ2423Salvie";"73114";"73125";"MLJ24233";"38";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT Salvie - 38"
"MLJ2423Salvie";"73114";"73126";"MLJ24234";"40";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT Salvie - 40"
"MLJ2423Salvie";"73114";"73127";"MLJ24235";"42";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT Salvie - 42"
"MLJ2423Salvie";"73114";"73128";"MLJ24236";"44";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT Salvie - 44"
"MLJ2423Salvie";"73114";"73129";"MLJ24237";"46";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT Salvie - 46"
"CCH1101100";"73115";"73389";"5712116360989";"L";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Black - L"
"CCH1101100";"73115";"73388";"5712116360903";"M";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Black - M"
"CCH1101100";"73115";"73387";"5712116360828";"S";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Black - S"
"CCH1101100";"73115";"73390";"5712116361061";"XL";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Black - XL"
"CCH1101100";"73115";"73386";"5712116360743";"XS";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Black - XS"
"CCH1101100";"73115";"73391";"5712116361146";"XXL";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Black - XXL"
"ML2441-395";"73130";"73135";"ML24418";"L";".";"Marc Lauge - Bukser TAPE Dusty Rose - L"
"ML2441-395";"73130";"73134";"ML24417";"M";".";"Marc Lauge - Bukser TAPE Dusty Rose - M"
"ML2441-395";"73130";"73133";"ML24416";"S";".";"Marc Lauge - Bukser TAPE Dusty Rose - S"
"ML2441-395";"73130";"73136";"ML24419";"XL";".";"Marc Lauge - Bukser TAPE Dusty Rose - XL"
"ML2441-395";"73130";"73137";"ML244110";"XXL";".";"Marc Lauge - Bukser TAPE Dusty Rose - XXL"
"K-242523-14";"73132";"75099";"K-14";"one-size";".";"New Brand Paris - Tørklæde Burnt brown - One size"
"ML20519296";"73138";"73139";"5712155017271";"W34-L74";".";"Marc Lauge - Jeans ANSHU 2051 Denim Stone wash - W34/L74"
"ML20519296";"73138";"73140";"5712155017288";"W36-L74";".";"Marc Lauge - Jeans ANSHU 2051 Denim Stone wash - W36/L74"
"ML20519296";"73138";"73141";"5712155017295";"W38-L74";".";"Marc Lauge - Jeans ANSHU 2051 Denim Stone wash - W38/L74"
"ML20519296";"73138";"73142";"5712155017301";"W40-L74";".";"Marc Lauge - Jeans ANSHU 2051 Denim Stone wash - W40/L74"
"ML20519296";"73138";"73143";"5712155017318";"W42-L74";".";"Marc Lauge - Jeans ANSHU 2051 Denim Stone wash - W42/L74"
"ML20519296";"73138";"73144";"5712155017325";"W44-L74";".";"Marc Lauge - Jeans ANSHU 2051 Denim Stone wash - W44/L74"
"40051Blue";"73146";"73152";"5715077039772";"L-XL";".";"Black Colour - Jersy bukser POLLY STRIPED Blue - L/XL"
"40051Blue";"73146";"73151";"5715077039789";"M-L";".";"Black Colour - Jersy bukser POLLY STRIPED Blue - M/L"
"40051Blue";"73146";"73150";"5715077039796";"S-M";".";"Black Colour - Jersy bukser POLLY STRIPED Blue - S/M"
"YZ-9952Black";"73148";"75074";"YZ-9952-2";"M-L";".";"FeelKoo - Strik cardigan Black - M/L"
"YZ-9952Black";"73148";"75073";"YZ-9952-1";"S-M";".";"FeelKoo - Strik cardigan Black - S/M"
"TaskeremArmy";"73149";"75138";"Army-1";"one-size";".";"LooKat - Taskerem Army - One size"
"CS5697132";"73157";"73165";"5712884853744";"36";".";"Copenhagen Shoes - Slippers FOREVER Black - 36"
"CS5697132";"73157";"73166";"5712884853751";"37";".";"Copenhagen Shoes - Slippers FOREVER Black - 37"
"CS5697132";"73157";"73167";"5712884853768";"38";".";"Copenhagen Shoes - Slippers FOREVER Black - 38"
"CS5697132";"73157";"73168";"5712884853775";"39";".";"Copenhagen Shoes - Slippers FOREVER Black - 39"
"CS5697132";"73157";"73169";"5712884853782";"40";".";"Copenhagen Shoes - Slippers FOREVER Black - 40"
"CS5697132";"73157";"73170";"5712884853799";"41";".";"Copenhagen Shoes - Slippers FOREVER Black - 41"
"CS5697132";"73157";"73171";"5712884853805";"42";".";"Copenhagen Shoes - Slippers FOREVER Black - 42"
"124866Sandmelange";"73158";"73578";"5715167043023";"L";".";"Freequent - Nederdel LAVA Sand melange - L"
"124866Sandmelange";"73158";"73577";"5715167043030";"M";".";"Freequent - Nederdel LAVA Sand melange - M"
"124866Sandmelange";"73158";"73576";"5715167043047";"S";".";"Freequent - Nederdel LAVA Sand melange - S"
"124866Sandmelange";"73158";"73579";"5715167043054";"XL";".";"Freequent - Nederdel LAVA Sand melange - XL"
"124866Sandmelange";"73158";"73580";"5715167043078";"XXL";".";"Freequent - Nederdel LAVA Sand melange - XXL"
"124515Birch";"73172";"73175";"5715167105134";"L";".";"Freequent - Shorts ISADORA Birch - L"
"124515Birch";"73172";"73174";"5715167105141";"M";".";"Freequent - Shorts ISADORA Birch - M"
"124515Birch";"73172";"73173";"5715167105158";"S";".";"Freequent - Shorts ISADORA Birch - S"
"124515Birch";"73172";"73176";"5715167105165";"XL";".";"Freequent - Shorts ISADORA Birch - XL"
"124515Birch";"73172";"73177";"5715167105189";"XXL";".";"Freequent - Shorts ISADORA Birch - XXL"
"love687-1-814";"73178";"75551";"5714862217241";"L";".";"Love & Divine - Skjorte LOVE687-1 Jade Comb. - L"
"love687-1-814";"73178";"75550";"5714862217234";"M";".";"Love & Divine - Skjorte LOVE687-1 Jade Comb. - M"
"love687-1-814";"73178";"75549";"5714862217227";"S";".";"Love & Divine - Skjorte LOVE687-1 Jade Comb. - S"
"love687-1-814";"73178";"75557";"5714862217258";"XL";".";"Love & Divine - Skjorte LOVE687-1 Jade Comb. - XL"
"love687-1-814";"73178";"75548";"5714862217210";"XS";".";"Love & Divine - Skjorte LOVE687-1 Jade Comb. - XS"
"124208Flame";"73179";"73251";"5714637927856";"L";".";"Freequent - Nederdel PAULA MUST Flame mix - L"
"124208Flame";"73179";"73250";"5714637927863";"M";".";"Freequent - Nederdel PAULA MUST Flame mix - M"
"124208Flame";"73179";"73249";"5714637927870";"S";".";"Freequent - Nederdel PAULA MUST Flame mix - S"
"124208Flame";"73179";"73252";"5714637927887";"XL";".";"Freequent - Nederdel PAULA MUST Flame mix - XL"
"124208Flame";"73179";"73253";"5714637927900";"XXL";".";"Freequent - Nederdel PAULA MUST Flame mix - XXL"
"120458Beigesand";"73185";"73190";"5715167085535";"L";".";"Freequent - Shorts LIZY Beige Sand - L"
"120458Beigesand";"73185";"73189";"5715167085542";"M";".";"Freequent - Shorts LIZY Beige Sand - M"
"120458Beigesand";"73185";"73188";"5715167085559";"S";".";"Freequent - Shorts LIZY Beige Sand - S"
"120458Beigesand";"73185";"73191";"5715167085566";"XL";".";"Freequent - Shorts LIZY Beige Sand - XL"
"120458Beigesand";"73185";"73192";"5715167085580";"XXL";".";"Freequent - Shorts LIZY Beige Sand - XXL"
"0121-02Black";"73186";"73464";"5704156080576";"SIZE-01";".";"A MOI - Shorts AGNES DOT Black - Size 01"
"0121-02Black";"73186";"73465";"5704156080583";"SIZE-02";".";"A MOI - Shorts AGNES DOT Black - Size 02"
"CSJV5557Black";"73187";"73362";"5712884841376";"36";".";"Copenhagen Shoes - Sandaler PEARL Black - 36"
"CSJV5557Black";"73187";"73363";"5712884841383";"37";".";"Copenhagen Shoes - Sandaler PEARL Black - 37"
"CSJV5557Black";"73187";"73364";"5712884841390";"38";".";"Copenhagen Shoes - Sandaler PEARL Black - 38"
"CSJV5557Black";"73187";"73368";"5712884841406";"39";".";"Copenhagen Shoes - Sandaler PEARL Black - 39"
"CSJV5557Black";"73187";"73365";"5712884841413";"40";".";"Copenhagen Shoes - Sandaler PEARL Black - 40"
"CSJV5557Black";"73187";"73366";"5712884841420";"41";".";"Copenhagen Shoes - Sandaler PEARL Black - 41"
"CSJV5557Black";"73187";"73367";"5712884841437";"42";".";"Copenhagen Shoes - Sandaler PEARL Black - 42"
"LR1046Black";"73194";"74748";"5715193004197";"L-XL";".";"La Rôuge - T-shirt LULU L/S  Black - L/XL"
"LR1046Black";"73194";"74747";"5715193004180";"M-L";".";"La Rôuge - T-shirt LULU L/S  Black - M/L"
"LR1046Black";"73194";"74746";"5715193004173";"S-M";".";"La Rôuge - T-shirt LULU L/S  Black - S/M"
"LR1046Black";"73194";"74745";"5715193004166";"XS-S";".";"La Rôuge - T-shirt LULU L/S  Black - XS/S"
"14203-221";"73204";"75567";"5714862203091";"L";".";"Love & Divine - Jumper LOVE674 Camel Comb. - L"
"14203-221";"73204";"75566";"5714862203084";"M";".";"Love & Divine - Jumper LOVE674 Camel Comb. - M"
"14203-221";"73204";"75565";"5714862203077";"S";".";"Love & Divine - Jumper LOVE674 Camel Comb. - S"
"14203-221";"73204";"75568";"5714862203107";"XL";".";"Love & Divine - Jumper LOVE674 Camel Comb. - XL"
"14203-221";"73204";"75564";"5714862203060";"XS";".";"Love & Divine - Jumper LOVE674 Camel Comb. - XS"
"14964-099Black";"73228";"75297";"5712599234012";"one-size";".";"Depeche - Medium bag Express Black - One size"
"MLJ2423White";"73270";"73271";"5712150649453";"34";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT White - 34"
"MLJ2423White";"73270";"73272";"5712150649521";"36";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT White - 36"
"MLJ2423White";"73270";"73273";"5712150649590";"38";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT White - 38"
"MLJ2423White";"73270";"73274";"5712150649668";"40";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT White - 40"
"MLJ2423White";"73270";"73275";"5712150649736";"42";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT White - 42"
"MLJ2423White";"73270";"73276";"5712150649804";"44";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT White - 44"
"MLJ2423White";"73270";"73277";"5712150649873";"46";".";"Marc Lauge - Jeans MAXON fit CHANNE PIRAT White - 46"
"CCH1101149";"73283";"74363";"5712116583258";"L";".";"Coster Copenhagen - V-neck t-shirt CC HEART Dark Stone - L"
"CCH1101149";"73283";"74362";"5712116583241";"M";".";"Coster Copenhagen - V-neck t-shirt CC HEART Dark Stone - M"
"CCH1101149";"73283";"74355";"5712116583234";"S";".";"Coster Copenhagen - V-neck t-shirt CC HEART Dark Stone - S"
"CCH1101149";"73283";"74364";"5712116583265";"XL";".";"Coster Copenhagen - V-neck t-shirt CC HEART Dark Stone - XL"
"CCH1101149";"73283";"74354";"5712116583227";"XS";".";"Coster Copenhagen - V-neck t-shirt CC HEART Dark Stone - XS"
"CCH1101149";"73283";"74365";"5712116583272";"XXL";".";"Coster Copenhagen - V-neck t-shirt CC HEART Dark Stone - XXL"
"Taskeremsilvergrey";"73284";"75151";"Silvergrey-1";"one-size";".";"LooKat - Taskerem Silver grey - One size"
"118453Salute";"73291";"73309";"5713837319196";"L";".";"Freequent - Højtaljet capri bukser Shantal power Salute - L"
"118453Salute";"73291";"73308";"5713837319102";"M";".";"Freequent - Højtaljet capri bukser Shantal power Salute - M"
"118453Salute";"73291";"73292";"5713837319119";"S";".";"Freequent - Højtaljet capri bukser Shantal power Salute - S"
"118453Salute";"73291";"73310";"5713837319126";"XL";".";"Freequent - Højtaljet capri bukser Shantal power Salute - XL"
"118453Salute";"73291";"73520";"5713837319133";"XS";".";"Freequent - Højtaljet capri bukser Shantal power Salute - XS"
"118453Salute";"73291";"73311";"5713837319140";"XXL";".";"Freequent - Højtaljet capri bukser Shantal power Salute - XXL"
"118453Moonbeam";"73312";"73316";"5713837319034";"L";".";"Freequent - Højtaljet capri bukser Shantal power Sand - L"
"118453Moonbeam";"73312";"73315";"5713837319041";"M";".";"Freequent - Højtaljet capri bukser Shantal power Sand - M"
"118453Moonbeam";"73312";"73314";"5713837319058";"S";".";"Freequent - Højtaljet capri bukser Shantal power Sand - S"
"118453Moonbeam";"73312";"73317";"5713837319065";"XL";".";"Freequent - Højtaljet capri bukser Shantal power Sand - XL"
"118453Moonbeam";"73312";"73318";"5713837319089";"XXL";".";"Freequent - Højtaljet capri bukser Shantal power Sand - XXL"
"LR1053Black";"73313";"74764";"5715193004982";"L-XL";".";"La Rôuge - Kjole LOUISE Black - L/XL"
"LR1053Black";"73313";"74763";"5715193004975";"M-L";".";"La Rôuge - Kjole LOUISE Black - M/L"
"LR1053Black";"73313";"74762";"5715193004968";"S-M";".";"La Rôuge - Kjole LOUISE Black - S/M"
"LR1053Black";"73313";"74761";"5715193004951";"XS-S";".";"La Rôuge - Kjole LOUISE Black - XS/S"
"118453Chambrayblue";"73319";"73322";"5714637400090";"L";".";"Freequent - Højtaljet capri bukser Shantal power Blue - L"
"118453Chambrayblue";"73319";"73321";"5714637400106";"M";".";"Freequent - Højtaljet capri bukser Shantal power Blue - M"
"118453Chambrayblue";"73319";"73320";"5714637400113";"S";".";"Freequent - Højtaljet capri bukser Shantal power Blue - S"
"118453Chambrayblue";"73319";"73323";"5714637400120";"XL";".";"Freequent - Højtaljet capri bukser Shantal power Blue - XL"
"118453Chambrayblue";"73319";"73324";"5714637400144";"XXL";".";"Freequent - Højtaljet capri bukser Shantal power Blue - XXL"
"115771Begoniapink";"73325";"73329";"5715167083869";"L";".";"Freequent - Top HONEY Begonia Pink - L"
"115771Begoniapink";"73325";"73328";"5715167083876";"M";".";"Freequent - Top HONEY Begonia Pink - M"
"115771Begoniapink";"73325";"73327";"5715167083883";"S";".";"Freequent - Top HONEY Begonia Pink - S"
"115771Begoniapink";"73325";"73330";"5715167083890";"XL";".";"Freequent - Top HONEY Begonia Pink - XL"
"115771Begoniapink";"73325";"73331";"5715167083913";"XXL";".";"Freequent - Top HONEY Begonia Pink - XXL"
"3068-617737";"73326";"73643";"5713563727455";"L";".";"Luxzuz One Two - Indershorts SOLIDO Cream - L"
"3068-617737";"73326";"73642";"5713563727448";"M";".";"Luxzuz One Two - Indershorts SOLIDO Cream - M"
"3068-617737";"73326";"73641";"5713563727431";"S";".";"Luxzuz One Two - Indershorts SOLIDO Cream - S"
"3068-617737";"73326";"73644";"5713563727462";"XL";".";"Luxzuz One Two - Indershorts SOLIDO Cream - XL"
"ML773620Creme";"73332";"73335";"5712156199037";"L";".";"Marc Lauge - Skjorte MIA PUFF LACE Creme - L"
"ML773620Creme";"73332";"73334";"5712156199044";"M";".";"Marc Lauge - Skjorte MIA PUFF LACE Creme - M"
"ML773620Creme";"73332";"73333";"5712156199051";"S";".";"Marc Lauge - Skjorte MIA PUFF LACE Creme - S"
