"Varenr";"Vare_ID";"Variant_ID";"Stregkode";"Variant";"Variant_type";"Variant_tekst"
"124461Birchmix";"71871";"73616";"5715167097682";"XS";".";"Freequent - T-shirt TIOP Birch mix - XS"
"182815356";"71890";"71897";"5704187281560";"one-size";".";"Sneaky Fox - Strømpebukser Leopard - One size"
"126595Black";"71892";"74967";"5715167544926";"L";".";"Freequent - Kjole BOLETTE Black - L"
"126595Black";"71892";"74966";"5715167544933";"M";".";"Freequent - Kjole BOLETTE Black - M"
"126595Black";"71892";"74965";"5715167544940";"S";".";"Freequent - Kjole BOLETTE Black - S"
"126595Black";"71892";"74968";"5715167544957";"XL";".";"Freequent - Kjole BOLETTE Black - XL"
"126595Black";"71892";"74969";"5715167544964";"XS";".";"Freequent - Kjole BOLETTE Black - XS"
"6020-05Brown";"71898";"73478";"5704156080538";"SIZE-01";".";"A MOI - Strømpebukser AGNES DOT Brown - Size 01"
"6020-05Brown";"71898";"73479";"5704156080545";"SIZE-02";".";"A MOI - Strømpebukser AGNES DOT Brown - Size 02"
"13552Black";"71900";"75295";"5714862113857";"L";".";"Love & Divine Skind skjorte LOVE556 Black - L"
"13552Black";"71900";"75294";"5714862113840";"M";".";"Love & Divine Skind skjorte LOVE556 Black - M"
"13552Black";"71900";"75296";"5714862113864";"XL";".";"Love & Divine Skind skjorte LOVE556 Black - XL"
"CCH1100572";"71902";"73664";"5712116384916";"L";".";"Coster Copenhagen - Basic t-shirt CC HEART Airy Blue - L"
"CCH1100572";"71902";"73663";"5712116384909";"M";".";"Coster Copenhagen - Basic t-shirt CC HEART Airy Blue - M"
"CCH1100572";"71902";"73662";"5712116384893";"S";".";"Coster Copenhagen - Basic t-shirt CC HEART Airy Blue - S"
"CCH1100572";"71902";"73665";"5712116384923";"XL";".";"Coster Copenhagen - Basic t-shirt CC HEART Airy Blue - XL"
"CCH1100572";"71902";"73661";"5712116384886";"XS";".";"Coster Copenhagen - Basic t-shirt CC HEART Airy Blue - XS"
"CCH1100572";"71902";"73666";"5712116384930";"XXL";".";"Coster Copenhagen - Basic t-shirt CC HEART Airy Blue - XXL"
"1268";"71910";"71915";"12680238680";"34";".";"Place du Jour - Shorts Denim blå - 34"
"1268";"71910";"71916";"126802386801";"36";".";"Place du Jour - Shorts Denim blå - 36"
"1268";"71910";"71917";"EAN71917";"38";".";"Place du Jour - Shorts Denim blå - 38"
"1268";"71910";"71918";"EAN71918";"40";".";"Place du Jour - Shorts Denim blå - 40"
"1268";"71910";"71919";"EAN71919";"42";".";"Place du Jour - Shorts Denim blå - 42"
"CCH6100-304";"71911";"75718";"5712116605325";"34";".";"Coster Copenhagen – Jakke CC Heart Felt overshirt Sand - 34"
"CCH6100-304";"71911";"75719";"5712116605332";"36";".";"Coster Copenhagen – Jakke CC Heart Felt overshirt Sand - 36"
"CCH6100-304";"71911";"75720";"5712116605349";"38";".";"Coster Copenhagen – Jakke CC Heart Felt overshirt Sand - 38"
"CCH6100-304";"71911";"75721";"5712116605356";"40";".";"Coster Copenhagen – Jakke CC Heart Felt overshirt Sand - 40"
"CCH6100-304";"71911";"75722";"5712116605363";"42";".";"Coster Copenhagen – Jakke CC Heart Felt overshirt Sand - 42"
"CCH6100-304";"71911";"75723";"5712116605370";"44";".";"Coster Copenhagen – Jakke CC Heart Felt overshirt Sand - 44"
"LR1010Provenceblue";"71912";"75799";"5715193001134";"L-XL";".";"La Rôuge - T-shirt BOXY Provence Blue - L/XL"
"LR1010Provenceblue";"71912";"75798";"5715193001127";"M-L";".";"La Rôuge - T-shirt BOXY Provence Blue - M/L"
"LR1010Provenceblue";"71912";"75797";"5715193001110";"S-M";".";"La Rôuge - T-shirt BOXY Provence Blue - S/M"
"LR1010Provenceblue";"71912";"75796";"5715193001103";"XS-S";".";"La Rôuge - T-shirt BOXY Provence Blue - XS/S"
"LR1010Black";"71914";"74739";"5715193001189";"L-XL";".";"La Rôuge - T-shirt BOXY Black - L/XL"
"LR1010Black";"71914";"74738";"5715193001172";"M-L";".";"La Rôuge - T-shirt BOXY Black - M/L"
"LR1010Black";"71914";"74737";"5715193001165";"S-M";".";"La Rôuge - T-shirt BOXY Black - S/M"
"LR1010Black";"71914";"74740";"5715193001158";"XS-S";".";"La Rôuge - T-shirt BOXY Black - XS/S"
"PN31744.02 Guld";"71920";"71924";"PN3174402";"GULDBELAGT";".";"Pure by NAT - Kort lænke kæde - Guldbelagt"
"38005.02";"71921";"74398";"5740007507076";"GULDBELAGT";".";"Pure by Nat - Zirkon kors vedhæng Guld - Guldbelagt"
"101667970003";"71922";"73205";"7613112809909";"B75";".";"Triumph - Amourette 300 W X Hvid - B75"
"101667970003";"71922";"73206";"7613112809916";"B80";".";"Triumph - Amourette 300 W X Hvid - B80"
"101667970003";"71922";"73219";"7613112809923";"B85";".";"Triumph - Amourette 300 W X Hvid - B85"
"101667970003";"71922";"73220";"7613112809930";"B90";".";"Triumph - Amourette 300 W X Hvid - B90"
"101667970003";"71922";"73207";"7613112809954";"C75";".";"Triumph - Amourette 300 W X Hvid - C75"
"101667970003";"71922";"73208";"7613112809961";"C80";".";"Triumph - Amourette 300 W X Hvid - C80"
"101667970003";"71922";"73209";"7613112809978";"C85";".";"Triumph - Amourette 300 W X Hvid - C85"
"101667970003";"71922";"73210";"7613112809985";"C90";".";"Triumph - Amourette 300 W X Hvid - C90"
"101667970003";"71922";"81422";"7613109340910";"C95";".";"Triumph - Amourette 300 W X Hvid - C95"
"101667970003";"71922";"73211";"7613112810523";"D75";".";"Triumph - Amourette 300 W X Hvid - D75"
"101667970003";"71922";"73212";"7613112810530";"D80";".";"Triumph - Amourette 300 W X Hvid - D80"
"101667970003";"71922";"73213";"7613112810547";"D85";".";"Triumph - Amourette 300 W X Hvid - D85"
"101667970003";"71922";"73214";"7613112810554";"D90";".";"Triumph - Amourette 300 W X Hvid - D90"
"101667970003";"71922";"76788";"7613112810561";"D95";".";"Triumph - Amourette 300 W X Hvid - D95"
"101667970003";"71922";"73221";"7613112810592";"E75";".";"Triumph - Amourette 300 W X Hvid - E75"
"101667970003";"71922";"73215";"7613112810608";"E80";".";"Triumph - Amourette 300 W X Hvid - E80"
"101667970003";"71922";"73222";"7613112810615";"E85";".";"Triumph - Amourette 300 W X Hvid - E85"
"101667970003";"71922";"73223";"7613112810622";"E90";".";"Triumph - Amourette 300 W X Hvid - E90"
"101667970003";"71922";"81423";"7613112810639";"E95";".";"Triumph - Amourette 300 W X Hvid - E95"
"101667970003";"71922";"73224";"7613112810660";"F75";".";"Triumph - Amourette 300 W X Hvid - F75"
"101667970003";"71922";"73225";"7613112810677";"F80";".";"Triumph - Amourette 300 W X Hvid - F80"
"101667970003";"71922";"73226";"7613112810684";"F85";".";"Triumph - Amourette 300 W X Hvid - F85"
"101667970003";"71922";"73227";"7613112810691";"F90";".";"Triumph - Amourette 300 W X Hvid - F90"
"212-2347-000";"71925";"75641";"5713541114932";"38-40";".";"Zoey - Bluse JACQUELINE Black - 38/40"
"212-2347-000";"71925";"75642";"5713541114949";"42-44";".";"Zoey - Bluse JACQUELINE Black - 42/44"
"212-2347-000";"71925";"75643";"5713541114956";"46-48";".";"Zoey - Bluse JACQUELINE Black - 46/48"
"212-2347-000";"71925";"75644";"5713541114963";"50-52";".";"Zoey - Bluse JACQUELINE Black - 50/52"
"203-0911008";"71926";"72568";"5713541125150";"38";".";"Zoey - Jeans FIA Black Wash - 38"
"203-0911008";"71926";"72569";"5713541125174";"40";".";"Zoey - Jeans FIA Black Wash - 40"
"203-0911008";"71926";"72570";"5713541125198";"42";".";"Zoey - Jeans FIA Black Wash - 42"
"203-0911008";"71926";"72571";"5713541125211";"44";".";"Zoey - Jeans FIA Black Wash - 44"
"203-0911008";"71926";"72572";"5713541125235";"46";".";"Zoey - Jeans FIA Black Wash - 46"
"203-0911008";"71926";"72573";"5713541125259";"48";".";"Zoey - Jeans FIA Black Wash - 48"
"BK27133-10";"71948";"71953";"Bk271332";"105-CM";".";"Bæltekompagniet - Bælte Sort - 105 cm."
"BK27133-10";"71948";"71954";"BK271331";"95-CM";".";"Bæltekompagniet - Bælte Sort - 95 cm"
"10601-1-19";"71949";"75040";"5740010602430";"W34-L80";".";"ASP Jeans - Jeans SELMA Dark Blue - W34/L80"
"10601-1-19";"71949";"74561";"5740010602447";"W36-L80";".";"ASP Jeans - Jeans SELMA Dark Blue - W36/L80"
"10601-1-19";"71949";"74562";"5740010602454";"W38-L80";".";"ASP Jeans - Jeans SELMA Dark Blue - W38/L80"
"10601-1-19";"71949";"74563";"5740010602515";"W38-L86";".";"ASP Jeans - Jeans SELMA Dark Blue - W38/L86"
"10601-1-19";"71949";"74564";"5740010602461";"W40-L80";".";"ASP Jeans - Jeans SELMA Dark Blue - W40/L80"
"10601-1-19";"71949";"74565";"5740010602522";"W40-L86";".";"ASP Jeans - Jeans SELMA Dark Blue - W40/L86"
"10601-1-19";"71949";"74566";"5740010602478";"W42-L80";".";"ASP Jeans - Jeans SELMA Dark Blue - W42/L80"
"10601-1-19";"71949";"74567";"5740010602539";"W42-L86";".";"ASP Jeans - Jeans SELMA Dark Blue - W42/L86"
"10601-1-19";"71949";"74568";"5740010602485";"W44-L80";".";"ASP Jeans - Jeans SELMA Dark Blue - W44/L80"
"10601-1-19";"71949";"74569";"5740010602546";"W44-L86";".";"ASP Jeans - Jeans SELMA Dark Blue - W44/L86"
"10601-1-19";"71949";"74570";"5740010602492";"W46-L80";".";"ASP Jeans - Jeans SELMA Dark Blue - W46/L80"
"33956Purple";"71950";"75301";"33956-2";"one-size";".";"Drys - Højhalset bluse YRSA Purple - One size"
"B-2005-GP";"71955";"71961";"B2005";"GULDBELAGT";".";"Wioga - Armbånd Colorful snake - Guldbelagt"
"13040Black";"71956";"74880";"5712599099574";"one-size";".";"Depeche - Jewellery box large Golden Chic Black - One size"
"45571.02";"71957";"74141";"5740007506390";"GULDBELAGT";".";"Pure by Nat - Bred creol ørering - Guldbelagt"
"45565.02";"71958";"74135";"5740007506277";"GULDBELAGT";".";"Pure by Nat - Kæde øreringe m. perle & sten - Guldbelagt"
"13038Black";"71962";"74840";"5712599099567";"one-size";".";"Depeche - Jewellery box medium Golden Chic Black - One size"
"45561.02";"71964";"74134";"5740007506215";"GULDBELAGT";".";"Pure by Nat - Kæde øreringe m. pendul - Guldbelagt"
"1198";"71965";"75191";"8300565611980";"one-size";".";"H & Nathalie - Nylonstrømper Black - One size"
"101995860004";"71968";"72132";"7613111403757";"B75";".";"Triumph - Amourette Charm W Sort - B75"
"101995860004";"71968";"72133";"7613111403764";"B80";".";"Triumph - Amourette Charm W Sort - B80"
"101995860004";"71968";"72134";"7613111403771";"B85";".";"Triumph - Amourette Charm W Sort - B85"
"101995860004";"71968";"72135";"7613111420389";"B90";".";"Triumph - Amourette Charm W Sort - B90"
"101995860004";"71968";"72136";"7613111420426";"C75";".";"Triumph - Amourette Charm W Sort - C75"
"101995860004";"71968";"72137";"7613111420433";"C80";".";"Triumph - Amourette Charm W Sort - C80"
"101995860004";"71968";"72138";"7613111420440";"C85";".";"Triumph - Amourette Charm W Sort - C85"
"101995860004";"71968";"72139";"7613111420457";"C90";".";"Triumph - Amourette Charm W Sort - C90"
"101995860004";"71968";"72140";"7613111420495";"D75";".";"Triumph - Amourette Charm W Sort - D75"
"101995860004";"71968";"72141";"7613111420501";"D80";".";"Triumph - Amourette Charm W Sort - D80"
"101995860004";"71968";"72142";"7613111420518";"D85";".";"Triumph - Amourette Charm W Sort - D85"
"101995860004";"71968";"72143";"7613111420525";"D90";".";"Triumph - Amourette Charm W Sort - D90"
"101995860004";"71968";"72144";"7613111420563";"E75";".";"Triumph - Amourette Charm W Sort - E75"
"101995860004";"71968";"72145";"7613111420570";"E80";".";"Triumph - Amourette Charm W Sort - E80"
"101995860004";"71968";"72146";"7613111420587";"E85";".";"Triumph - Amourette Charm W Sort - E85"
"101995860004";"71968";"72147";"7613111420594";"E90";".";"Triumph - Amourette Charm W Sort - E90"
"101995860004";"71968";"72148";"7613111420631";"F75";".";"Triumph - Amourette Charm W Sort - F75"
"101995860004";"71968";"72149";"7613111420648";"F80";".";"Triumph - Amourette Charm W Sort - F80"
"101995860004";"71968";"72150";"7613111420655";"F85";".";"Triumph - Amourette Charm W Sort - F85"
"101995860004";"71968";"72151";"7613111420662";"F90";".";"Triumph - Amourette Charm W Sort - F90"
"101995860004";"71968";"72152";"7613111420693";"G75";".";"Triumph - Amourette Charm W Sort - G75"
"101995860004";"71968";"72153";"7613111420709";"G80";".";"Triumph - Amourette Charm W Sort - G80"
"101995860004";"71968";"72154";"7613111420716";"G85";".";"Triumph - Amourette Charm W Sort - G85"
"10204866";"71969";"72183";"7613126086259";"38";".";"Triumph - Amourette Charm Hipster String Sort - 38"
"10204866";"71969";"72184";"7613126086266";"40";".";"Triumph - Amourette Charm Hipster String Sort - 40"
"10204866";"71969";"72185";"7613126086273";"42";".";"Triumph - Amourette Charm Hipster String Sort - 42"
"10204866";"71969";"72186";"7613126086280";"44";".";"Triumph - Amourette Charm Hipster String Sort - 44"
"10204866";"71969";"72187";"7613126086297";"46";".";"Triumph - Amourette Charm Hipster String Sort - 46"
"10198780";"71970";"73769";"7613109429240";"36";".";"Triumph - Amourette Charm Maxi Sort - 36"
"10198780";"71970";"72176";"7613109429257";"38";".";"Triumph - Amourette Charm Maxi Sort - 38"
"10198780";"71970";"72177";"7613109429264";"40";".";"Triumph - Amourette Charm Maxi Sort - 40"
"10198780";"71970";"72178";"7613109429271";"42";".";"Triumph - Amourette Charm Maxi Sort - 42"
"10198780";"71970";"72179";"7613109429288";"44";".";"Triumph - Amourette Charm Maxi Sort - 44"
"10198780";"71970";"72180";"7613109429295";"46";".";"Triumph - Amourette Charm Maxi Sort - 46"
"10198780";"71970";"72181";"7613109429301";"48";".";"Triumph - Amourette Charm Maxi Sort - 48"
"1019066400NZ";"71971";"72100";"7613139351641";"B75";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - B75"
"1019066400NZ";"71971";"72101";"7613139351658";"B80";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - B80"
"1019066400NZ";"71971";"72102";"7613139351665";"B85";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - B85"
"1019066400NZ";"71971";"72173";"7613139351672";"B90";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - B90"
"1019066400NZ";"71971";"81299";"7613109497263";"B95";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - B95"
"1019066400NZ";"71971";"72103";"7613139351696";"C75";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - C75"
"1019066400NZ";"71971";"72104";"7613139351702";"C80";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - C80"
"1019066400NZ";"71971";"72174";"7613139351719";"C85";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - C85"
"1019066400NZ";"71971";"72175";"7613139351726";"C90";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - C90"
"1019066400NZ";"71971";"72105";"7613139351740";"D75";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - D75"
"1019066400NZ";"71971";"72200";"7613139352808";"D80";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - D80"
"1019066400NZ";"71971";"72106";"7613139352815";"D85";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - D85"
"1019066400NZ";"71971";"72107";"7613139352822";"D90";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - D90"
"1019066400NZ";"71971";"72108";"7613139352846";"E75";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - E75"
"1019066400NZ";"71971";"72109";"7613139352853";"E80";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - E80"
"1019066400NZ";"71971";"72110";"7613139352860";"E85";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - E85"
"1019066400NZ";"71971";"72118";"7613139352877";"E90";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - E90"
"1019066400NZ";"71971";"72119";"7613139352891";"F75";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - F75"
"1019066400NZ";"71971";"72120";"7613139352907";"F80";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - F80"
"1019066400NZ";"71971";"72121";"7613139352914";"F85";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - F85"
"1019066400NZ";"71971";"72122";"7613139354390";"F90";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - F90"
"1019066400NZ";"71971";"72123";"7613139355069";"G75";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - G75"
"1019066400NZ";"71971";"72124";"7613139355076";"G80";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - G80"
"1019066400NZ";"71971";"72125";"7613139355083";"G85";".";"Triumph - Body Make-up Essentials WP  bh med bøjle Nude - G85"
"10202460";"71973";"72126";"7613113689333";"SIZE-01";".";"Triumph -  Fit Smart bh uden bøjle Sort - Size 01"
"10202460";"71973";"72127";"7613113689340";"SIZE-02";".";"Triumph -  Fit Smart bh uden bøjle Sort - Size 02"
"10202460";"71973";"72128";"7613113689357";"SIZE-03";".";"Triumph -  Fit Smart bh uden bøjle Sort - Size 03"
"10202460";"71973";"72129";"7613113689364";"SIZE-04";".";"Triumph -  Fit Smart bh uden bøjle Sort - Size 04"
"122625Black";"71975";"72784";"5714637453690";"L";".";"Freequent - Underkjole BICCO Black - L"
"122625Black";"71975";"72783";"5714637453706";"M";".";"Freequent - Underkjole BICCO Black - M"
"122625Black";"71975";"72782";"5714637453713";"S";".";"Freequent - Underkjole BICCO Black - S"
"122625Black";"71975";"72785";"5714637453720";"XL";".";"Freequent - Underkjole BICCO Black - XL"
"122625Black";"71975";"72786";"5714637453744";"XXL";".";"Freequent - Underkjole BICCO Black - XXL"
"CCH1100486";"71977";"74704";"5712116271100";"L";".";"Coster Copenhagen - Basic t-shirt CC HEART Hunter Green - L"
"CCH1100486";"71977";"74703";"5712116271094";"M";".";"Coster Copenhagen - Basic t-shirt CC HEART Hunter Green - M"
"CCH1100486";"71977";"74702";"5712116271087";"S";".";"Coster Copenhagen - Basic t-shirt CC HEART Hunter Green - S"
"CCH1100486";"71977";"74705";"5712116271117";"XL";".";"Coster Copenhagen - Basic t-shirt CC HEART Hunter Green - XL"
"CCH1100486";"71977";"74701";"5712116271070";"XS";".";"Coster Copenhagen - Basic t-shirt CC HEART Hunter Green - XS"
"CCH1100486";"71977";"74706";"5712116280867";"XXL";".";"Coster Copenhagen - Basic t-shirt CC HEART Hunter Green - XXL"
"CCH1101444";"71978";"73696";"5712116512142";"L";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Mineral - L"
"CCH1101444";"71978";"73695";"5712116512135";"M";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Mineral - M"
"CCH1101444";"71978";"73694";"5712116512128";"S";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Mineral - S"
"CCH1101444";"71978";"73697";"5712116512159";"XL";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Mineral - XL"
"CCH1101444";"71978";"73693";"5712116512111";"XS";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Mineral - XS"
"CCH1101444";"71978";"73698";"5712116512166";"XXL";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Mineral - XXL"
"1016682800GT";"71983";"72130";"7613112852349";"36";".";"Triumph - Essential Minimizer hipster Vanille - 36"
"1016682800GT";"71983";"72240";"7613112852356";"38";".";"Triumph - Essential Minimizer hipster Vanille - 38"
"1016682800GT";"71983";"72241";"7613112852363";"40";".";"Triumph - Essential Minimizer hipster Vanille - 40"
"1016682800GT";"71983";"72242";"7613112852370";"42";".";"Triumph - Essential Minimizer hipster Vanille - 42"
"1016682800GT";"71983";"72243";"7613112852387";"44";".";"Triumph - Essential Minimizer hipster Vanille - 44"
"1016682800GT";"71983";"72244";"7613112852394";"46";".";"Triumph - Essential Minimizer hipster Vanille - 46"
"1016682800GT";"71983";"72131";"7613112852400";"48";".";"Triumph - Essential Minimizer hipster Vanille - 48"
"1016683000GT";"71984";"72155";"7613112852790";"C80";".";"Triumph - Essential Minimizer bh med bøjle Vanille - C80"
"1016683000GT";"71984";"72156";"7613112852806";"C85";".";"Triumph - Essential Minimizer bh med bøjle Vanille - C85"
"1016683000GT";"71984";"72157";"7613112852813";"C90";".";"Triumph - Essential Minimizer bh med bøjle Vanille - C90"
"1016683000GT";"71984";"72158";"7613112852820";"C95";".";"Triumph - Essential Minimizer bh med bøjle Vanille - C95"
"1016683000GT";"71984";"72159";"7613112859324";"D80";".";"Triumph - Essential Minimizer bh med bøjle Vanille - D80"
"1016683000GT";"71984";"72160";"7613112859331";"D85";".";"Triumph - Essential Minimizer bh med bøjle Vanille - D85"
"1016683000GT";"71984";"72161";"7613112859348";"D90";".";"Triumph - Essential Minimizer bh med bøjle Vanille - D90"
"1016683000GT";"71984";"72162";"7613112859355";"D95";".";"Triumph - Essential Minimizer bh med bøjle Vanille - D95"
"1016683000GT";"71984";"72163";"7613112859379";"E80";".";"Triumph - Essential Minimizer bh med bøjle Vanille - E80"
"1016683000GT";"71984";"72164";"7613112859386";"E85";".";"Triumph - Essential Minimizer bh med bøjle Vanille - E85"
"1016683000GT";"71984";"72165";"7613112859393";"E90";".";"Triumph - Essential Minimizer bh med bøjle Vanille - E90"
